"k";"r";"msy";"Bend";"Depletion"
16634,1500014392;0,853427920578065;3692,06027389727;5425,88832998278;0,318674710224416
16634,1500014392;0,861477290445323;3726,88308435404;7543,80193929614;0,443064573170677
16969,3822076281;0,886178875328631;3757,63168558012;8264,59566586738;0,485398421192831
17304,614413817;0,910609244213471;3786,80269023602;8704,57911352308;0,51123964555243
17304,614413817;0,917844966085321;3816,89271098229;9473,20438490259;0,55638274853052
